Trait	Log2SizeOE	-logCOLOC p	Test Annotation	Test	TraitC	TraitR	Repeat	SizeOE	Network
GO:0051346	1.4655373139940555	243.3775786224236	0.75	Relevance-GO			2.0	2.7616630626662864	PCNet2.0
GO:0051346	1.4739255677455705	215.65639449189584	0.75	Relevance-GO			3.0	2.7777669558712956	PCNet2.0
GO:0051346	1.6945144662184122	250.0	1.0	Relevance-GO			1.0	3.2366793901649586	PCNet2.0
GO:0051346	1.729276817443078	250.0	1.0	Relevance-GO			2.0	3.315615741455489	PCNet2.0
GO:0051346	1.7173312191170744	250.0	1.0	Relevance-GO			3.0	3.288275596665682	PCNet2.0
GO:0051651	-0.0649752090902294	0.3589226866746257	0.0	Relevance-GO			1.0	0.9559617444594762	PCNet2.0
GO:0051651	0.2325368459816115	2.237246435066626	0.0	Relevance-GO			2.0	1.1748990854312513	PCNet2.0
GO:0051651	0.0332070059254413	0.1575779966423502	0.0	Relevance-GO			3.0	1.023284285733864	PCNet2.0
GO:0051651	0.0078852135145596	0.0308637664032874	0.25	Relevance-GO			1.0	1.0054805772308215	PCNet2.0
GO:0051651	0.2150158750370382	2.100617294466735	0.25	Relevance-GO			2.0	1.1607166865347902	PCNet2.0
GO:0051651	-0.0664071193780012	0.3669357273085008	0.25	Relevance-GO			3.0	0.9550133996373473	PCNet2.0
GO:0051651	0.7996374244490536	33.415781887882595	0.5	Relevance-GO			1.0	1.7406636111348497	PCNet2.0
GO:0051651	0.6052030975887418	18.954285941059133	0.5	Relevance-GO			2.0	1.5211928864105357	PCNet2.0
GO:0051651	0.3765317137619691	5.90622821850127	0.5	Relevance-GO			3.0	1.2982171443608692	PCNet2.0
GO:0051651	0.9385474543684555	63.06008157963095	0.75	Relevance-GO			1.0	1.9165975829574926	PCNet2.0
GO:0051651	1.213755274990395	115.77832500292924	0.75	Relevance-GO			2.0	2.3194058337828305	PCNet2.0
GO:0051651	0.9812166893903624	65.22511823418121	0.75	Relevance-GO			3.0	1.9741295791090878	PCNet2.0
GO:0051651	1.325432290373056	189.65169513695184	1.0	Relevance-GO			1.0	2.5060796886120102	PCNet2.0
GO:0051651	1.155252318728864	133.9763360818022	1.0	Relevance-GO			2.0	2.2272327320721512	PCNet2.0
GO:0051651	1.4969615354140648	249.9999999847215	1.0	Relevance-GO			3.0	2.822476434022063	PCNet2.0
GO:0055037	-0.2186845216582239	1.7176044952574745	0.0	Relevance-GO			1.0	0.8593486506840138	PCNet2.0
GO:0055037	0.1230686679719261	0.7910214827237465	0.0	Relevance-GO			2.0	1.0890488495727393	PCNet2.0
GO:0055037	0.4400938805855017	8.131708311982145	0.0	Relevance-GO			3.0	1.3566926087190765	PCNet2.0
GO:0055037	0.4178179762019587	7.469160221383479	0.25	Relevance-GO			1.0	1.335905517516212	PCNet2.0
GO:0055037	0.0825193954670793	0.5172692999200571	0.25	Relevance-GO			2.0	1.0588655363892685	PCNet2.0
GO:0055037	0.3762138994810529	6.336676066371788	0.25	Relevance-GO			3.0	1.2979311889132625	PCNet2.0
GO:0055037	1.2253084445018283	144.40938105179342	0.5	Relevance-GO			1.0	2.3380543137102086	PCNet2.0
GO:0055037	1.093986857385406	85.28592183501814	0.5	Relevance-GO			2.0	2.134631229999808	PCNet2.0
GO:0055037	1.0012938530646205	81.20971483596676	0.5	Relevance-GO			3.0	2.0017944657532287	PCNet2.0
GO:0055037	1.3482422361899418	210.80743254666345	0.75	Relevance-GO			1.0	2.5460173245493585	PCNet2.0
GO:0055037	1.485888131597752	250.0	0.75	Relevance-GO			2.0	2.800895448370277	PCNet2.0
GO:0055037	1.4683650192952244	245.41588371410225	0.75	Relevance-GO			3.0	2.7670812744930995	PCNet2.0
GO:0055037	1.7354648710341194	250.0	1.0	Relevance-GO			1.0	3.329867729451857	PCNet2.0
GO:0055037	1.5833620656392675	250.0	1.0	Relevance-GO			2.0	2.996673834066642	PCNet2.0
GO:0055037	1.6184717915021307	250.0	1.0	Relevance-GO			3.0	3.070496144400714	PCNet2.0
GO:0060348	0.1808359623369156	1.5015515968260005	0.0	Relevance-GO			1.0	1.1335405193504813	PCNet2.0
GO:0060348	0.0364060967939261	0.1694113313148556	0.0	Relevance-GO			2.0	1.025555875702628	PCNet2.0
GO:0060348	-0.1081838118338512	0.6225116166238673	0.0	Relevance-GO			3.0	0.9277552648909527	PCNet2.0
GO:0060348	0.0877059944978393	0.5124374397436218	0.25	Relevance-GO			1.0	1.062679089891265	PCNet2.0
GO:0060348	0.1380300562972492	1.081655071037725	0.25	Relevance-GO			2.0	1.1004015342741393	PCNet2.0
GO:0060348	0.2298070448527474	2.163106483623566	0.25	Relevance-GO			3.0	1.172678097367213	PCNet2.0
GO:0060348	1.0134205157623215	76.98842955640272	0.5	Relevance-GO			1.0	2.0186915887850465	PCNet2.0
GO:0060348	1.3216053689566514	167.91829272990265	0.5	Relevance-GO			2.0	2.499440821123115	PCNet2.0
GO:0060348	0.8916725623736339	46.25869079110043	0.5	Relevance-GO			3.0	1.8553258158279908	PCNet2.0
GO:0060348	1.5667437094825898	250.0	0.75	Relevance-GO			1.0	2.962353295971451	PCNet2.0
GO:0060348	1.5822695415410737	250.0	0.75	Relevance-GO			2.0	2.9944053719494064	PCNet2.0
GO:0060348	1.416409425881213	215.80051908513764	0.75	Relevance-GO			3.0	2.6692037315996724	PCNet2.0
GO:0060348	1.6257482452015055	250.0	1.0	Relevance-GO			1.0	3.086021782671859	PCNet2.0
GO:0060348	1.8051144385047	250.0	1.0	Relevance-GO			2.0	3.4945687713972062	PCNet2.0
GO:0060348	1.6947954509069614	250.0	1.0	Relevance-GO			3.0	3.2373098393555435	PCNet2.0
GO:0060541	-0.0497078481494196	0.2301797422364078	0.0	Relevance-GO			1.0	0.9661319549257147	PCNet2.0
GO:0060541	0.1175423759768226	0.7053133757205567	0.0	Relevance-GO			2.0	1.0848851908454558	PCNet2.0
GO:0060541	0.0032346592666809	0.0118871597316481	0.0	Relevance-GO			3.0	1.0022446103252076	PCNet2.0
GO:0060541	0.8294385102907833	37.05606053552778	0.25	Relevance-GO			1.0	1.776993630680787	PCNet2.0
GO:0060541	-0.0567071355554726	0.2745784499257413	0.25	Relevance-GO			2.0	0.961456082399642	PCNet2.0
GO:0060541	0.0292539031151336	0.133949075990725	0.25	Relevance-GO			3.0	1.020484240741086	PCNet2.0
GO:0060541	1.2010748682616026	146.59859945921846	0.5	Relevance-GO			1.0	2.2991090046018443	PCNet2.0
GO:0060541	0.6330567607511666	24.747146969020108	0.5	Relevance-GO			2.0	1.5508474273442274	PCNet2.0
GO:0060541	1.0519401241409392	82.14080163846613	0.5	Relevance-GO			3.0	2.0733161518636765	PCNet2.0
GO:0060541	1.4475274919311296	250.0	0.75	Relevance-GO			1.0	2.727402251124545	PCNet2.0
GO:0060541	1.6204585470624462	250.0	0.75	Relevance-GO			2.0	3.0747274805218923	PCNet2.0
GO:0060541	1.5716272680301828	250.0	0.75	Relevance-GO			3.0	2.9723979265290117	PCNet2.0
GO:0060541	1.7185662023532815	250.0	1.0	Relevance-GO			1.0	3.2910916484042834	PCNet2.0
GO:0060541	1.7609620197414324	250.0	1.0	Relevance-GO			2.0	3.3892405137721706	PCNet2.0
GO:0060541	1.7484310116276187	250.0	1.0	Relevance-GO			3.0	3.3599296159213643	PCNet2.0
GO:0060560	-0.2450957521719076	1.984221243610959	0.0	Relevance-GO			1.0	0.8437597936404619	PCNet2.0
GO:0060560	-0.1899944890686158	1.344861565188618	0.0	Relevance-GO			2.0	0.8766090698568362	PCNet2.0
GO:0060560	0.0713804883613534	0.3938336853923795	0.0	Relevance-GO			3.0	1.0507216189444646	PCNet2.0
GO:0060560	0.4787611752987808	9.973466735476704	0.25	Relevance-GO			1.0	1.3935465309682	PCNet2.0
GO:0060560	0.464945545956373	9.571217488503043	0.25	Relevance-GO			2.0	1.380265254761262	PCNet2.0
GO:0060560	0.2197725259894144	2.2602694714352825	0.25	Relevance-GO			3.0	1.164549953943004	PCNet2.0
GO:0060560	1.0659182351459182	120.19246497193114	0.5	Relevance-GO			1.0	2.0935019112025874	PCNet2.0
GO:0060560	1.0491496502173834	78.10596099919539	0.5	Relevance-GO			2.0	2.0693098006377015	PCNet2.0
GO:0060560	0.7613145843086172	36.19832194096411	0.5	Relevance-GO			3.0	1.6950344373262867	PCNet2.0
GO:0060560	1.2453907914942022	154.6232406045951	0.75	Relevance-GO			1.0	2.370827655277718	PCNet2.0
GO:0060560	1.4640334376785955	250.0	0.75	Relevance-GO			2.0	2.758785783933065	PCNet2.0
GO:0060560	1.3913594932464983	240.5099009947962	0.75	Relevance-GO			3.0	2.6232576148683524	PCNet2.0
GO:0060560	1.625159612731412	250.0	1.0	Relevance-GO			1.0	3.084762915036742	PCNet2.0
GO:0060560	1.6709311281759058	250.0	1.0	Relevance-GO			2.0	3.1842003831395584	PCNet2.0
GO:0060560	1.642154097637195	250.0	1.0	Relevance-GO			3.0	3.121315297889535	PCNet2.0
GO:0070374	-0.1011559499654487	0.5830268273969637	0.0	Relevance-GO			1.0	0.9322857043743712	PCNet2.0
GO:0070374	-0.0015860923540262	0.0061230850587887	0.0	Relevance-GO			2.0	0.9989012086704625	PCNet2.0
GO:0070374	-0.3120547173640952	3.0718602931248804	0.0	Relevance-GO			3.0	0.8054937403579668	PCNet2.0
GO:0070374	0.3572148011355336	5.236946559700385	0.25	Relevance-GO			1.0	1.2809505663270695	PCNet2.0
GO:0070374	0.5341752527948408	12.241390857340257	0.25	Relevance-GO			2.0	1.4481140727725592	PCNet2.0
GO:0070374	-0.0937716271787979	0.5281218006927094	0.25	Relevance-GO			3.0	0.9370697695074833	PCNet2.0
GO:0070374	1.5162642216087827	250.0	0.5	Relevance-GO			1.0	2.860493808356054	PCNet2.0
GO:0070374	1.2960122821340878	187.21896306137887	0.5	Relevance-GO			2.0	2.4554922721488492	PCNet2.0
GO:0070374	1.2820495375051628	150.9846402445908	0.5	Relevance-GO			3.0	2.4318420665636062	PCNet2.0
GO:0070374	1.50819682328855	250.0	0.75	Relevance-GO			1.0	2.844542868597393	PCNet2.0
GO:0070374	1.565127255582446	250.0	0.75	Relevance-GO			2.0	2.959036014227175	PCNet2.0
GO:0070374	1.6893457292919645	250.0	0.75	Relevance-GO			3.0	3.2251041014615027	PCNet2.0
GO:0070374	1.7868711709150151	250.0	1.0	Relevance-GO			1.0	3.4506572292896616	PCNet2.0
GO:0070374	1.811281093063672	250.0	1.0	Relevance-GO			2.0	3.509537922704741	PCNet2.0
GO:0070374	1.774918961863095	250.0	1.0	Relevance-GO			3.0	3.4221878683979843	PCNet2.0
GO:0071222	-0.1207851150164576	0.7033348097384688	0.0	Relevance-GO			1.0	0.9196870204999665	PCNet2.0
GO:0071222	0.0376441164846201	0.1518724894321252	0.0	Relevance-GO			2.0	1.026436313531666	PCNet2.0
GO:0071222	-0.1011677136022961	0.5201368869769023	0.0	Relevance-GO			3.0	0.9322781026113921	PCNet2.0
GO:0071222	0.0817000576927645	0.4582959767157116	0.25	Relevance-GO			1.0	1.0582643544357382	PCNet2.0
GO:0071222	0.9211767141439005	49.06128018521762	0.25	Relevance-GO			2.0	1.8936592005207564	PCNet2.0
GO:0071222	0.9202014040763528	55.15602015552184	0.25	Relevance-GO			3.0	1.8923794562321958	PCNet2.0
GO:0071222	1.5077132000354032	250.0	0.5	Relevance-GO			1.0	2.8435894747877133	PCNet2.0
GO:0071222	1.6251216331665037	250.0	0.5	Relevance-GO			2.0	3.0846817084005957	PCNet2.0
GO:0071222	1.378116011543431	199.4834646261042	0.5	Relevance-GO			3.0	2.599287133176484	PCNet2.0
GO:0071222	1.8414028791086263	250.0	0.75	Relevance-GO			1.0	3.583583272467326	PCNet2.0
GO:0071222	1.8094428652471737	250.0	0.75	Relevance-GO			2.0	3.5050690489832665	PCNet2.0
GO:0071222	1.750427280382297	250.0	0.75	Relevance-GO			3.0	3.364581995633748	PCNet2.0
GO:0071222	1.9748545610919224	250.0	1.0	Relevance-GO			1.0	3.9308860993413313	PCNet2.0
GO:0071222	1.908997044504798	250.0	1.0	Relevance-GO			2.0	3.7554792958047054	PCNet2.0
GO:0071222	1.8723884876580068	250.0	1.0	Relevance-GO			3.0	3.661382473646094	PCNet2.0
GO:0071674	-0.2916035580305647	2.5120136688706065	0.0	Relevance-GO			1.0	0.8169934640522876	PCNet2.0
GO:0071674	-0.1111234355675299	0.637329070274333	0.0	Relevance-GO			2.0	0.9258668028861503	PCNet2.0
GO:0071674	-0.3621564079247915	3.1192435554897897	0.0	Relevance-GO			3.0	0.7780008260255684	PCNet2.0
GO:0071674	0.465925113155321	9.091783146910608	0.25	Relevance-GO			1.0	1.3812027513558807	PCNet2.0
GO:0071674	-0.2404201336710309	2.086822166009532	0.25	Relevance-GO			2.0	0.8464987637765579	PCNet2.0
GO:0071674	0.4526886367652746	8.81502480930174	0.25	Relevance-GO			3.0	1.3685884117147555	PCNet2.0
GO:0071674	1.4732402424183964	250.0	0.5	Relevance-GO			1.0	2.7764477429308645	PCNet2.0
GO:0071674	1.6036396810289448	250.0	0.5	Relevance-GO			2.0	3.039090592738661	PCNet2.0
GO:0071674	1.2964680510697246	170.56145765121389	0.5	Relevance-GO			3.0	2.4562681214186584	PCNet2.0
GO:0071674	1.670784958828074	250.0	0.75	Relevance-GO			1.0	3.1838777862615677	PCNet2.0
GO:0071674	1.6095772083403252	250.0	0.75	Relevance-GO			2.0	3.0516239875644278	PCNet2.0
GO:0071674	1.6956960539622632	250.0	0.75	Relevance-GO			3.0	3.2393313624424396	PCNet2.0
GO:0071674	1.7925877887941604	250.0	1.0	Relevance-GO			1.0	3.4643574374540953	PCNet2.0
GO:0071674	1.8568650248053105	250.0	1.0	Relevance-GO			2.0	3.622197031883152	PCNet2.0
GO:0071674	1.8827790433265323	250.0	1.0	Relevance-GO			3.0	3.68784761426839	PCNet2.0
GO:0097529	-0.0770746834588608	0.3859468940127807	0.0	Relevance-GO			1.0	0.9479778902387446	PCNet2.0
GO:0097529	-0.1000959540490434	0.6409237739407371	0.0	Relevance-GO			2.0	0.9329709373162813	PCNet2.0
GO:0097529	0.0096386979027289	0.0378675307017645	0.0	Relevance-GO			3.0	1.0067034041842602	PCNet2.0
GO:0097529	0.7624630285950901	30.810229043653127	0.25	Relevance-GO			1.0	1.6963842912960656	PCNet2.0
GO:0097529	0.8649107499530211	55.27670855352242	0.25	Relevance-GO			2.0	1.8212269963711627	PCNet2.0
GO:0097529	0.4769399382047505	9.979224511806445	0.25	Relevance-GO			3.0	1.3917884481558802	PCNet2.0
GO:0097529	1.3414184393297746	193.0359290294421	0.5	Relevance-GO			1.0	2.5340033633135546	PCNet2.0
GO:0097529	1.3493120190853445	202.9943905546397	0.5	Relevance-GO			2.0	2.547905939805722	PCNet2.0
GO:0097529	1.334964329588272	177.37038655462183	0.5	Relevance-GO			3.0	2.522692443710952	PCNet2.0
GO:0097529	1.721218987134444	250.0	0.75	Relevance-GO			1.0	3.2971487770821137	PCNet2.0
GO:0097529	1.6874300758418903	250.0	0.75	Relevance-GO			2.0	3.2208245540507177	PCNet2.0
GO:0097529	1.7359960069311118	250.0	0.75	Relevance-GO			3.0	3.331093863759667	PCNet2.0
GO:0097529	1.914037868188141	250.0	1.0	Relevance-GO			1.0	3.768624014022787	PCNet2.0
GO:0097529	1.928354742228608	250.0	1.0	Relevance-GO			2.0	3.8062088935558807	PCNet2.0
GO:0097529	1.863495568777092	250.0	1.0	Relevance-GO			3.0	3.638882756415624	PCNet2.0
GO:0099003	0.0071498845145968	0.0275657230426348	0.0	Relevance-GO			1.0	1.0049682231878725	PCNet2.0
GO:0099003	0.0776249594734391	0.4251588049366154	0.0	Relevance-GO			2.0	1.055279353368479	PCNet2.0
GO:0099003	-0.0489515243430728	0.2168113089247424	0.0	Relevance-GO			3.0	0.9666385763148764	PCNet2.0
GO:0099003	0.707512708379236	29.35822852934604	0.25	Relevance-GO			1.0	1.6329863237395388	PCNet2.0
GO:0099003	0.628424738560626	17.590235895733652	0.25	Relevance-GO			2.0	1.5458761480403747	PCNet2.0
GO:0099003	0.6919251803971078	24.044841613074208	0.25	Relevance-GO			3.0	1.6154377748335043	PCNet2.0
GO:0099003	1.329769530578519	161.5011383110071	0.5	Relevance-GO			1.0	2.5136251672840824	PCNet2.0
GO:0099003	1.1411692875337789	108.23173198354846	0.5	Relevance-GO			2.0	2.2055971183153233	PCNet2.0
GO:0099003	1.3284454171093156	184.485053994692	0.5	Relevance-GO			3.0	2.5113192066091545	PCNet2.0
GO:0099003	1.6601775849534235	250.0	0.75	Relevance-GO			1.0	3.160554264067147	PCNet2.0
GO:0099003	1.5262091414141554	250.0	0.75	Relevance-GO			2.0	2.8802801488290655	PCNet2.0
GO:0099003	1.6261809817289736	250.0	0.75	Relevance-GO			3.0	3.086947574065003	PCNet2.0
GO:0099003	1.8648733579755048	250.0	1.0	Relevance-GO			1.0	3.642359588319388	PCNet2.0
GO:0099003	1.8478333952844528	250.0	1.0	Relevance-GO			2.0	3.5995920085666904	PCNet2.0
GO:0099003	1.795283168459629	250.0	1.0	Relevance-GO			3.0	3.470835928475227	PCNet2.0
GO:1903828	-0.2040481764149002	1.5960220363306452	0.0	Relevance-GO			1.0	0.8681112379779422	PCNet2.0
GO:1903828	0.0850543984129572	0.5334289276136457	0.0	Relevance-GO			2.0	1.0607277365272547	PCNet2.0
GO:1903828	0.1102137015795915	0.775985188627136	0.0	Relevance-GO			3.0	1.0793881108053829	PCNet2.0
GO:1903828	-0.0415498629433039	0.1872202929910359	0.25	Relevance-GO			1.0	0.9716106016734906	PCNet2.0
GO:1903828	0.1402117500632048	1.0209070993616736	0.25	Relevance-GO			2.0	1.1020668587227627	PCNet2.0
GO:1903828	-0.4068296754514526	4.002788417167495	0.25	Relevance-GO			3.0	0.7542790832608065	PCNet2.0
GO:1903828	0.3002679308359218	3.7775436633207535	0.5	Relevance-GO			1.0	1.2313730771820797	PCNet2.0
GO:1903828	0.1039185593418109	0.6536470255493614	0.5	Relevance-GO			2.0	1.0746885045873713	PCNet2.0
GO:1903828	0.0800879113226918	0.4662279416152819	0.5	Relevance-GO			3.0	1.0570824524312896	PCNet2.0
GO:1903828	0.6485842348319875	23.5815329790534	0.75	Relevance-GO			1.0	1.5676290735844267	PCNet2.0
GO:1903828	0.5048619466647742	11.69336055897574	0.75	Relevance-GO			2.0	1.4189875649669603	PCNet2.0
GO:1903828	0.6731347897471418	25.310957660971827	0.75	Relevance-GO			3.0	1.5945339220441375	PCNet2.0
GO:1903828	0.9046680289241492	56.25383303562271	1.0	Relevance-GO			1.0	1.8721136629340913	PCNet2.0
GO:1903828	0.8955060782218192	56.62764041747568	1.0	Relevance-GO			2.0	1.8602623260545723	PCNet2.0
GO:1903828	0.8194479166709001	47.39458720184695	1.0	Relevance-GO			3.0	1.7647305450844821	PCNet2.0
EFO_0000731_GCST009158	-0.2214877255488005	1.534319788401722	0.0	Relevance-GWAS			2.0	0.8576805291384346	PCNet2.0
EFO_0000731_GCST009158	-0.5309920281992776	5.051587034221399	0.0	Relevance-GWAS			3.0	0.6920786821867301	PCNet2.0
EFO_0000731_GCST009158	0.1086030342729276	0.6388390048049739	0.0	Relevance-GWAS			5.0	1.0781837225063151	PCNet2.0
EFO_0000731_GCST009158	0.2304796159473471	1.8768019249680008	0.0	Relevance-GWAS			4.0	1.1732249165093653	PCNet2.0
EFO_0000731_GCST009158	0.1494862986667661	1.0	0.1	Relevance-GWAS			1.0	1.1091744572967834	PCNet2.0
EFO_0000731_GCST009158	-0.0311076115248918	0.1370937864370018	0.1	Relevance-GWAS			2.0	0.978668648168621	PCNet2.0
EFO_0000731_GCST009158	0.9336447441193236	55.66816795556375	0.25	Relevance-GWAS			2.0	1.9100954641328776	PCNet2.0
EFO_0000731_GCST009158	-0.3474215647827826	2.826522356547005	0.1	Relevance-GWAS			3.0	0.785987587946007	PCNet2.0
EFO_0000731_GCST009158	-0.2033354167085823	1.3927594961682572	0.25	Relevance-GWAS			3.0	0.8685402320243192	PCNet2.0
EFO_0000731_GCST009158	0.2645334695065111	2.6718243385616773	0.1	Relevance-GWAS			4.0	1.201247534136369	PCNet2.0
EFO_0000731_GCST009158	-0.067155180930936	0.2927705806727059	0.1	Relevance-GWAS			5.0	0.9545183375472288	PCNet2.0
EFO_0000731_GCST009158	0.1120301258114241	0.7647241233129476	0.25	Relevance-GWAS			1.0	1.0807479695734954	PCNet2.0
EFO_0000731_GCST009158	0.3882733570365659	5.417141537775501	0.5	Relevance-GWAS			2.0	1.308826039947647	PCNet2.0
EFO_0000731_GCST009158	0.1010894108258475	0.6110112148752859	0.25	Relevance-GWAS			4.0	1.0725830879468474	PCNet2.0
EFO_0000731_GCST009158	0.3629580831632559	5.442853857681637	0.25	Relevance-GWAS			5.0	1.2860601170062538	PCNet2.0
EFO_0000731_GCST009158	-0.5371983672461089	5.811071516239147	0.5	Relevance-GWAS			1.0	0.6891078192351379	PCNet2.0
EFO_0000731_GCST009158	0.1695161264622033	1.234853209891975	0.5	Relevance-GWAS			3.0	1.1246812083194728	PCNet2.0
EFO_0000731_GCST009158	-0.2811344133363609	2.7223907856959086	0.5	Relevance-GWAS			4.0	0.8229436695058223	PCNet2.0
EFO_0000731_GCST009158	-0.3538704689594643	2.688882157337494	0.5	Relevance-GWAS			5.0	0.7824820330087036	PCNet2.0
EFO_0000731_GCST009158	0.4802941383476409	8.310868802765501	0.75	Relevance-GWAS			1.0	1.3950280573058715	PCNet2.0
EFO_0000731_GCST009158	0.0637586826678146	0.3408447190593702	0.75	Relevance-GWAS			2.0	1.045185259087173	PCNet2.0
EFO_0000731_GCST009158	0.151087387263315	1.034187046963397	0.75	Relevance-GWAS			3.0	1.1104060913705585	PCNet2.0
EFO_0000731_GCST009158	0.3559989161602523	5.296708621881338	0.75	Relevance-GWAS			4.0	1.279871452327124	PCNet2.0
EFO_0000731_GCST009158	0.1787670160832256	1.307417437725091	0.75	Relevance-GWAS			5.0	1.1319160917922007	PCNet2.0
EFO_0000731_GCST009158	0.5407796285050713	11.976336081802206	1.0	Relevance-GWAS			1.0	1.4547584524826918	PCNet2.0
EFO_0000731_GCST009158	0.5346672410550996	12.354086724966155	1.0	Relevance-GWAS			2.0	1.448607993246225	PCNet2.0
EFO_0000731_GCST009158	0.5475018021184574	12.897909474488165	1.0	Relevance-GWAS			3.0	1.461552651370028	PCNet2.0
EFO_0000731_GCST009158	0.5378429521526054	12.444059562181488	1.0	Relevance-GWAS			4.0	1.451800232288037	PCNet2.0
EFO_0000731_GCST009158	0.5569861741532943	13.869988050328097	1.0	Relevance-GWAS			5.0	1.4711926468390375	PCNet2.0
EFO_0000731_GCST90018714	-0.5210235646883812	4.584692707774432	0.0	Relevance-GWAS			3.0	0.6968772365992391	PCNet2.0
EFO_0000731_GCST90018714	-0.2181003335109469	1.8833922560117515	0.0	Relevance-GWAS			1.0	0.8596966957919051	PCNet2.0
EFO_0000731_GCST90018714	-0.497421166761433	5.680269505669775	0.0	Relevance-GWAS			2.0	0.7083718726735398	PCNet2.0
EFO_0000731_GCST90018714	-0.0120495628380646	0.0435434165901001	0.0	Relevance-GWAS			4.0	0.9916826615483044	PCNet2.0
EFO_0000731_GCST90018714	0.0916889078848609	0.5873714794556247	0.1	Relevance-GWAS			1.0	1.0656169295188427	PCNet2.0
EFO_0000731_GCST90018714	-0.1481599127926766	0.8560488835760365	0.0	Relevance-GWAS			5.0	0.9024006970267453	PCNet2.0
EFO_0000731_GCST90018714	0.7226014838646511	19.84832376915295	0.1	Relevance-GWAS			2.0	1.650154931212986	PCNet2.0
EFO_0000731_GCST90018714	-0.0996767301700345	0.6740740442285338	0.1	Relevance-GWAS			3.0	0.9332420829963293	PCNet2.0
EFO_0000731_GCST90018714	-0.8599231798666811	12.520568662802264	0.1	Relevance-GWAS			4.0	0.550981895653212	PCNet2.0
EFO_0000731_GCST90018714	-0.1883494325037612	1.504594436853807	0.1	Relevance-GWAS			5.0	0.8776092077582334	PCNet2.0
EFO_0000731_GCST90018714	0.3674955675468871	4.17134010346468	0.25	Relevance-GWAS			4.0	1.2901113294040603	PCNet2.0
EFO_0000731_GCST90018714	-0.899207075789223	13.912218582190455	0.25	Relevance-GWAS			1.0	0.5361813426329555	PCNet2.0
EFO_0000731_GCST90018714	-0.1239011126397858	0.6998394630486477	0.25	Relevance-GWAS			2.0	0.9177027827116637	PCNet2.0
EFO_0000731_GCST90018714	-0.521774756922214	4.643400564275029	0.25	Relevance-GWAS			3.0	0.6965144762860431	PCNet2.0
